NUMERO_APROVACAO_CARTAO|PARCELAS_CARTAO|TICKET|DATA_VENDA|DESC_TIPO_PGTO|ADQUIRENTE|FORMA_PAGAMENTO|NOME_LOJA|FRANQUIA|PRACA|CIDADE|VALOR_BRUTO|VALOR_LIQUIDO|PORCENTAGEM
39955|7|80466|2022-09-20|Venda|PixPay|DEBITO A VISTA|Sportify|EcoMart|Interior de São Paulo|Brasília|1.604,28|1.584,99|1,20
77602|5|89396|2024-01-27|Venda|SuperPay|CREDITO|Pet Paradise|UrbanBlend|Capital|Salvador|1.746,92|1.724,52|1,28
63524|7|66386|2023-11-09|Venda|PagTudo|PIX|Gourmet Haven|PrimeZone|Interior de São Paulo|Recife|688,17|678,76|1,37
14750|8|55797|2022-05-04|Venda|OnlinePay|PIX|Green Valley|InovaStore|Interior de São Paulo|Recife|268,19|261,55|2,48
97417|11|77070|2023-11-10|Venda|OnlinePay|DEBITO A VISTA|Magia Fashion|InovaStore|Capital|Recife|2.011,37|1.982,34|1,44
50301|10|44004|2023-12-16|Venda|OnlinePay|PIX|Gourmet Haven|PrimeZone|Serra Gaúcha|Campinas|620,84|607,00|2,23
68501|2|72851|2022-11-24|Venda|PagTudo|DEBITO A VISTA|Sportify|EcoMart|Litoral Norte|Recife|867,78|852,98|1,71
35508|10|38450|2022-06-25|Venda|CartaoMais|PIX|Gourmet Haven|UrbanBlend|Litoral Norte|Rio de Janeiro|1.111,86|1.085,53|2,37
91461|11|79602|2023-12-20|Venda|OnlinePay|CREDITO|Vintage Charm|PrimeZone|Interior de São Paulo|Rio de Janeiro|1.010,40|990,65|1,95
27495|7|55590|2022-03-17|Venda|SuperPay|PIX|DigiNation|UrbanBlend|Capital|Porto Alegre|1.212,79|1.190,75|1,82
78725|10|32709|2023-07-17|Venda|PagTudo|DEBITO PARCELADO|Sportify|PrimeZone|Capital|Curitiba|314,79|309,45|1,70
46685|5|14743|2022-07-12|Venda|OnlinePay|CREDITO|DigiNation|UrbanBlend|Capital|Belo Horizonte|719,07|711,02|1,12
49821|9|83474|2023-04-28|Venda|PagTudo|DEBITO A VISTA|Magia Fashion|UrbanBlend|Serra Gaúcha|Curitiba|379,96|369,56|2,74
76747|10|36024|2022-02-19|Venda|SuperPay|DEBITO A VISTA|DigiNation|UrbanBlend|Serra Gaúcha|Belo Horizonte|683,40|664,78|2,73
46074|12|67293|2022-06-09|Venda|CartaoMais|DEBITO PARCELADO|TechHub|EcoMart|Capital|Curitiba|791,06|768,67|2,83
78375|10|79202|2023-03-27|Venda|SuperPay|DEBITO A VISTA|DigiNation|InovaStore|Litoral Norte|Curitiba|1.541,30|1.516,11|1,63
57648|10|94860|2022-11-02|Venda|SuperPay|CREDITO|TechHub|InovaStore|Litoral Norte|Belo Horizonte|1.655,61|1.614,37|2,49
88393|2|33211|2022-08-05|Venda|PagTudo|DEBITO A VISTA|Green Valley|PrimeZone|Litoral Norte|Brasília|1.806,27|1.763,09|2,39
14561|4|74895|2023-09-19|Venda|PagTudo|PIX|Pet Paradise|EcoMart|Interior de São Paulo|Recife|1.089,93|1.078,54|1,04
12276|7|89526|2022-06-13|Venda|PixPay|DEBITO PARCELADO|Green Valley|InovaStore|Litoral Norte|Belo Horizonte|1.333,12|1.312,10|1,58
39856|9|50442|2023-04-12|Venda|PagTudo|DEBITO A VISTA|Green Valley|EcoMart|Capital|São Paulo|1.700,72|1.681,27|1,14
67602|9|14251|2022-01-31|Venda|OnlinePay|DEBITO A VISTA|Pet Paradise|InovaStore|Litoral Norte|Curitiba|1.094,94|1.065,56|2,68
98488|3|91295|2022-01-12|Venda|OnlinePay|PIX|Gourmet Haven|PrimeZone|Litoral Norte|São Paulo|1.360,36|1.320,60|2,92
77030|3|79202|2022-04-02|Venda|SuperPay|CREDITO|Sportify|PrimeZone|Litoral Norte|Fortaleza|697,58|687,20|1,49
76608|9|53940|2022-11-11|Venda|PixPay|PIX|Vintage Charm|UrbanBlend|Litoral Norte|Porto Alegre|407,63|398,47|2,25
89042|7|44274|2022-03-11|Venda|CartaoMais|PIX|Golden Harvest|UrbanBlend|Interior de São Paulo|Campinas|609,05|599,61|1,55
83895|9|93878|2023-05-03|Venda|PagTudo|PIX|DigiNation|EcoMart|Capital|Curitiba|1.710,58|1.668,35|2,47
77556|1|77228|2022-01-12|Venda|PagTudo|DEBITO A VISTA|TechHub|EcoMart|Interior de São Paulo|Salvador|1.629,28|1.609,35|1,22
95144|11|45345|2023-09-07|Venda|CartaoMais|PIX|TechHub|UrbanBlend|Litoral Norte|Recife|1.308,18|1.276,11|2,45
89670|5|34728|2022-06-22|Venda|PixPay|DEBITO A VISTA|Sportify|InovaStore|Interior de São Paulo|Salvador|641,27|628,51|1,99
14752|5|51586|2023-05-12|Venda|PixPay|CREDITO|Cosmo Trends|UrbanBlend|Capital|Campinas|1.915,00|1.866,57|2,53
17235|4|45942|2023-05-15|Venda|OnlinePay|DEBITO A VISTA|Pet Paradise|EcoMart|Litoral Norte|Curitiba|1.680,79|1.647,79|1,96
77727|10|71946|2023-06-30|Venda|SuperPay|DEBITO A VISTA|Magia Fashion|EcoMart|Serra Gaúcha|Fortaleza|1.912,34|1.870,84|2,17
65435|8|70835|2023-11-05|Venda|SuperPay|DEBITO A VISTA|Green Valley|EcoMart|Capital|São Paulo|446,11|435,50|2,38
12420|5|10775|2022-07-06|Venda|OnlinePay|PIX|Vintage Charm|EcoMart|Interior de São Paulo|Campinas|656,42|648,74|1,17
65355|2|46706|2022-06-08|Venda|PagTudo|DEBITO A VISTA|TechHub|InovaStore|Interior de São Paulo|Salvador|1.301,92|1.263,89|2,92
30347|5|93255|2023-03-15|Venda|SuperPay|DEBITO A VISTA|Vintage Charm|UrbanBlend|Capital|Porto Alegre|962,69|942,95|2,05
38693|3|10367|2022-03-20|Venda|SuperPay|DEBITO PARCELADO|Magia Fashion|PrimeZone|Serra Gaúcha|Recife|1.758,41|1.710,96|2,70
50040|10|92632|2023-11-24|Venda|PixPay|DEBITO A VISTA|Sportify|UrbanBlend|Serra Gaúcha|Curitiba|1.960,88|1.904,86|2,86
44622|8|25224|2023-03-06|Venda|PagTudo|DEBITO PARCELADO|Golden Harvest|InovaStore|Capital|Belo Horizonte|1.236,47|1.199,78|2,97
92835|11|33927|2023-03-10|Venda|SuperPay|PIX|Magia Fashion|EcoMart|Capital|Salvador|368,81|358,46|2,81
33757|10|25347|2023-08-08|Venda|CartaoMais|DEBITO PARCELADO|DigiNation|UrbanBlend|Capital|Salvador|729,13|707,45|2,97
85904|9|37237|2022-05-21|Venda|CartaoMais|DEBITO A VISTA|Pet Paradise|PrimeZone|Serra Gaúcha|Fortaleza|1.698,32|1.659,11|2,31
51957|8|17700|2022-06-19|Venda|PagTudo|DEBITO PARCELADO|TechHub|PrimeZone|Capital|Recife|2.089,98|2.032,46|2,75
47662|6|91142|2023-02-13|Venda|PagTudo|CREDITO|DigiNation|InovaStore|Serra Gaúcha|Brasília|2.134,88|2.088,38|2,18
75763|10|79544|2022-09-23|Venda|CartaoMais|PIX|Cosmo Trends|EcoMart|Interior de São Paulo|Brasília|2.122,10|2.065,13|2,68
14272|6|65973|2022-11-06|Venda|SuperPay|PIX|TechHub|EcoMart|Interior de São Paulo|Belo Horizonte|799,57|788,80|1,35
85221|7|77601|2023-06-26|Venda|OnlinePay|PIX|Green Valley|PrimeZone|Interior de São Paulo|Curitiba|1.883,48|1.842,80|2,16
39374|12|34811|2022-08-17|Venda|PixPay|PIX|Green Valley|UrbanBlend|Interior de São Paulo|Campinas|1.614,01|1.571,81|2,61
42640|6|12428|2022-05-22|Venda|CartaoMais|CREDITO|Magia Fashion|EcoMart|Litoral Norte|Recife|1.674,73|1.625,07|2,97
49251|1|33363|2023-02-25|Venda|PagTudo|DEBITO PARCELADO|TechHub|PrimeZone|Serra Gaúcha|Brasília|2.031,37|1.977,65|2,64
60753|6|78520|2023-05-25|Venda|OnlinePay|PIX|Vintage Charm|UrbanBlend|Serra Gaúcha|São Paulo|935,43|915,13|2,17
85155|3|14856|2023-03-30|Venda|SuperPay|PIX|DigiNation|UrbanBlend|Interior de São Paulo|Campinas|1.427,81|1.408,10|1,38
12173|6|80710|2022-11-25|Venda|PagTudo|CREDITO|Magia Fashion|EcoMart|Serra Gaúcha|Brasília|493,57|481,62|2,42
80970|4|98115|2023-07-13|Venda|SuperPay|DEBITO A VISTA|Green Valley|PrimeZone|Litoral Norte|Curitiba|1.495,83|1.469,40|1,77
35984|2|99325|2022-05-01|Venda|CartaoMais|DEBITO PARCELADO|Magia Fashion|PrimeZone|Serra Gaúcha|Salvador|1.463,17|1.447,63|1,06
66499|10|54571|2022-03-10|Venda|PagTudo|PIX|Green Valley|InovaStore|Litoral Norte|Rio de Janeiro|532,63|521,88|2,02
24606|6|19472|2023-12-02|Venda|CartaoMais|DEBITO A VISTA|Cosmo Trends|UrbanBlend|Capital|Curitiba|972,18|951,75|2,10
91155|9|45767|2022-05-22|Venda|SuperPay|DEBITO PARCELADO|Magia Fashion|EcoMart|Capital|Rio de Janeiro|1.317,73|1.303,41|1,09
23957|11|67963|2022-12-07|Venda|SuperPay|PIX|Magia Fashion|InovaStore|Interior de São Paulo|Curitiba|867,75|855,81|1,38
19179|2|30135|2022-01-26|Venda|OnlinePay|CREDITO|Green Valley|PrimeZone|Serra Gaúcha|Recife|1.188,69|1.163,28|2,14
32611|10|13083|2022-11-20|Venda|OnlinePay|DEBITO PARCELADO|Golden Harvest|PrimeZone|Interior de São Paulo|Curitiba|974,17|951,79|2,30
75183|5|83306|2022-12-21|Venda|SuperPay|CREDITO|Green Valley|PrimeZone|Litoral Norte|São Paulo|2.246,32|2.193,57|2,35
43814|10|20652|2023-03-04|Venda|SuperPay|PIX|Vintage Charm|PrimeZone|Litoral Norte|Recife|1.038,14|1.011,78|2,54
42384|8|79417|2022-01-05|Venda|PixPay|PIX|Green Valley|EcoMart|Litoral Norte|Rio de Janeiro|1.256,62|1.232,43|1,93
15674|5|31494|2022-11-23|Venda|OnlinePay|DEBITO PARCELADO|Gourmet Haven|InovaStore|Litoral Norte|Recife|1.749,42|1.727,66|1,24
38704|9|89889|2023-03-07|Venda|PixPay|PIX|Golden Harvest|EcoMart|Interior de São Paulo|Brasília|1.071,25|1.047,79|2,19
89791|2|51526|2023-07-22|Venda|PagTudo|DEBITO PARCELADO|Green Valley|InovaStore|Serra Gaúcha|Campinas|1.235,67|1.210,38|2,05
59427|1|73090|2023-03-15|Venda|SuperPay|DEBITO PARCELADO|Vintage Charm|UrbanBlend|Litoral Norte|Belo Horizonte|1.224,09|1.195,01|2,38
65989|1|64284|2022-07-03|Venda|SuperPay|PIX|Vintage Charm|UrbanBlend|Litoral Norte|São Paulo|2.197,14|2.151,03|2,10
24590|11|55429|2024-01-02|Venda|CartaoMais|DEBITO PARCELADO|Gourmet Haven|PrimeZone|Serra Gaúcha|Fortaleza|1.868,36|1.822,56|2,45
76807|5|78535|2023-12-05|Venda|PagTudo|PIX|DigiNation|InovaStore|Interior de São Paulo|Belo Horizonte|1.501,35|1.484,97|1,09
17247|4|59446|2022-01-15|Venda|CartaoMais|PIX|Vintage Charm|UrbanBlend|Litoral Norte|Curitiba|510,52|503,35|1,40
76810|11|69644|2022-10-13|Venda|CartaoMais|DEBITO PARCELADO|Green Valley|EcoMart|Serra Gaúcha|Recife|2.042,79|2.011,87|1,51
52022|12|49274|2022-11-24|Venda|PixPay|PIX|DigiNation|InovaStore|Interior de São Paulo|Rio de Janeiro|544,53|529,18|2,82
96957|9|60760|2023-03-19|Venda|PagTudo|PIX|Green Valley|EcoMart|Serra Gaúcha|Brasília|342,20|337,40|1,40
18023|3|74277|2022-02-24|Venda|PixPay|CREDITO|Magia Fashion|UrbanBlend|Serra Gaúcha|Salvador|1.956,36|1.900,68|2,85
31541|8|96037|2022-09-21|Venda|SuperPay|PIX|Cosmo Trends|UrbanBlend|Interior de São Paulo|Campinas|1.733,77|1.707,02|1,54
38133|2|23898|2022-11-10|Venda|OnlinePay|CREDITO|Sportify|EcoMart|Serra Gaúcha|Rio de Janeiro|2.002,38|1.962,58|1,99
52328|9|90560|2022-12-23|Venda|CartaoMais|CREDITO|TechHub|UrbanBlend|Capital|Brasília|1.540,86|1.504,52|2,36
62618|1|48362|2022-05-20|Venda|PixPay|DEBITO A VISTA|Pet Paradise|PrimeZone|Serra Gaúcha|Curitiba|1.471,25|1.449,36|1,49
26555|7|65355|2023-04-17|Venda|OnlinePay|DEBITO PARCELADO|Golden Harvest|EcoMart|Interior de São Paulo|Curitiba|1.165,15|1.132,23|2,83
85361|7|49027|2022-10-01|Venda|OnlinePay|DEBITO A VISTA|Gourmet Haven|UrbanBlend|Serra Gaúcha|Recife|991,42|964,99|2,67
11169|11|41408|2022-03-22|Venda|CartaoMais|CREDITO|Pet Paradise|InovaStore|Serra Gaúcha|Belo Horizonte|1.942,48|1.891,49|2,63
94604|4|83908|2022-06-21|Venda|PagTudo|CREDITO|Green Valley|PrimeZone|Capital|Fortaleza|369,90|361,71|2,21
88137|5|17720|2022-10-03|Venda|PagTudo|CREDITO|Golden Harvest|PrimeZone|Serra Gaúcha|Belo Horizonte|2.130,14|2.094,69|1,66
31158|3|67323|2022-12-25|Venda|CartaoMais|DEBITO PARCELADO|Green Valley|PrimeZone|Capital|Fortaleza|313,18|303,84|2,98
93564|10|95070|2022-07-13|Venda|OnlinePay|DEBITO A VISTA|TechHub|EcoMart|Capital|Rio de Janeiro|2.112,34|2.062,96|2,34
35048|2|43278|2023-01-04|Venda|SuperPay|DEBITO A VISTA|Golden Harvest|UrbanBlend|Serra Gaúcha|Curitiba|886,09|864,17|2,47
72819|3|83230|2022-07-25|Venda|SuperPay|PIX|Green Valley|PrimeZone|Serra Gaúcha|Belo Horizonte|602,51|594,95|1,25
89504|1|89363|2022-08-12|Venda|SuperPay|DEBITO A VISTA|Gourmet Haven|UrbanBlend|Capital|Belo Horizonte|1.227,97|1.204,95|1,87
74181|4|46917|2023-08-03|Venda|OnlinePay|DEBITO PARCELADO|Sportify|InovaStore|Serra Gaúcha|Rio de Janeiro|939,78|921,90|1,90
52064|10|72841|2024-01-30|Venda|OnlinePay|DEBITO A VISTA|DigiNation|PrimeZone|Interior de São Paulo|Campinas|1.440,44|1.397,92|2,95
38406|1|33281|2023-04-14|Venda|PagTudo|DEBITO PARCELADO|Vintage Charm|EcoMart|Serra Gaúcha|Curitiba|993,46|965,35|2,83
11206|7|94745|2023-11-25|Venda|CartaoMais|DEBITO A VISTA|Green Valley|UrbanBlend|Capital|Brasília|1.764,33|1.717,11|2,68
92852|3|44170|2022-04-11|Venda|SuperPay|CREDITO|Magia Fashion|PrimeZone|Serra Gaúcha|São Paulo|2.128,16|2.083,82|2,08
11937|9|38734|2022-01-19|Venda|OnlinePay|DEBITO PARCELADO|Golden Harvest|InovaStore|Interior de São Paulo|Recife|1.412,84|1.396,23|1,18
73202|2|98033|2023-07-24|Venda|CartaoMais|DEBITO A VISTA|Vintage Charm|UrbanBlend|Serra Gaúcha|Rio de Janeiro|1.025,70|1.002,24|2,29
76846|8|93136|2023-05-03|Venda|CartaoMais|DEBITO A VISTA|Gourmet Haven|PrimeZone|Serra Gaúcha|Curitiba|653,13|642,38|1,65
62198|4|29747|2023-10-02|Venda|PagTudo|CREDITO|DigiNation|EcoMart|Serra Gaúcha|Curitiba|524,63|517,83|1,30
92275|9|48408|2024-01-02|Venda|PagTudo|CREDITO|DigiNation|UrbanBlend|Serra Gaúcha|Porto Alegre|1.551,95|1.527,61|1,57
19292|12|76984|2022-05-21|Venda|PixPay|CREDITO|Pet Paradise|EcoMart|Litoral Norte|Campinas|755,50|747,33|1,08
68251|4|59697|2023-12-11|Venda|SuperPay|PIX|TechHub|InovaStore|Interior de São Paulo|Fortaleza|274,46|269,53|1,79
69924|2|95672|2023-08-13|Venda|OnlinePay|CREDITO|Cosmo Trends|EcoMart|Capital|São Paulo|396,41|388,19|2,07
76885|9|76189|2022-10-03|Venda|PagTudo|PIX|TechHub|InovaStore|Litoral Norte|Recife|1.913,09|1.859,76|2,79
10286|9|15788|2023-04-09|Venda|SuperPay|PIX|Cosmo Trends|InovaStore|Interior de São Paulo|Belo Horizonte|1.973,28|1.916,90|2,86
82974|8|78644|2022-07-26|Venda|PagTudo|DEBITO A VISTA|Green Valley|UrbanBlend|Serra Gaúcha|Campinas|1.137,97|1.104,83|2,91
55734|11|63745|2023-04-05|Venda|PixPay|CREDITO|Magia Fashion|PrimeZone|Serra Gaúcha|Belo Horizonte|1.263,43|1.229,85|2,66
55829|6|94397|2022-01-24|Venda|SuperPay|PIX|Sportify|PrimeZone|Interior de São Paulo|Belo Horizonte|977,34|953,02|2,49
43994|10|70290|2023-12-15|Venda|OnlinePay|PIX|Magia Fashion|PrimeZone|Interior de São Paulo|Belo Horizonte|1.741,70|1.717,74|1,38
39251|9|24241|2022-10-25|Venda|SuperPay|DEBITO PARCELADO|Magia Fashion|UrbanBlend|Capital|Brasília|829,34|812,24|2,06
69200|12|60027|2022-12-23|Venda|OnlinePay|DEBITO A VISTA|TechHub|EcoMart|Capital|Salvador|608,88|594,32|2,39
38753|5|76177|2022-02-03|Venda|OnlinePay|DEBITO A VISTA|Magia Fashion|InovaStore|Interior de São Paulo|Curitiba|854,25|842,31|1,40
15304|10|25521|2023-05-17|Venda|OnlinePay|PIX|Golden Harvest|InovaStore|Serra Gaúcha|Campinas|977,57|953,73|2,44
11639|6|52213|2022-11-30|Venda|PixPay|PIX|Magia Fashion|PrimeZone|Litoral Norte|Belo Horizonte|688,30|678,35|1,45
59339|1|19226|2023-11-05|Venda|PixPay|PIX|Golden Harvest|InovaStore|Litoral Norte|Campinas|2.168,93|2.133,96|1,61
32680|1|91509|2022-09-30|Venda|CartaoMais|DEBITO A VISTA|Golden Harvest|EcoMart|Capital|Brasília|499,72|487,27|2,49
92539|11|32966|2022-07-19|Venda|SuperPay|DEBITO A VISTA|Gourmet Haven|UrbanBlend|Capital|Recife|1.778,18|1.744,27|1,91
91945|1|29566|2022-06-13|Venda|SuperPay|DEBITO PARCELADO|Cosmo Trends|PrimeZone|Capital|Fortaleza|581,59|571,38|1,76
28116|10|37291|2022-08-09|Venda|PagTudo|DEBITO A VISTA|Golden Harvest|EcoMart|Litoral Norte|Rio de Janeiro|955,06|942,98|1,26
56784|12|59041|2022-10-13|Venda|CartaoMais|DEBITO A VISTA|DigiNation|EcoMart|Interior de São Paulo|Brasília|1.730,22|1.704,13|1,51
62738|1|83280|2023-05-15|Venda|OnlinePay|DEBITO PARCELADO|Magia Fashion|EcoMart|Interior de São Paulo|Rio de Janeiro|1.192,48|1.167,94|2,06
29735|1|46146|2022-11-08|Venda|PagTudo|DEBITO PARCELADO|Gourmet Haven|InovaStore|Serra Gaúcha|Rio de Janeiro|2.297,54|2.237,50|2,61
66513|10|78941|2022-05-03|Venda|SuperPay|CREDITO|DigiNation|UrbanBlend|Litoral Norte|Belo Horizonte|1.912,19|1.886,26|1,36
56538|7|80776|2023-01-26|Venda|PixPay|DEBITO A VISTA|TechHub|PrimeZone|Interior de São Paulo|Curitiba|550,67|536,49|2,58
57720|10|30470|2023-09-30|Venda|CartaoMais|DEBITO A VISTA|Sportify|PrimeZone|Interior de São Paulo|Curitiba|763,90|745,51|2,41
25524|1|21980|2023-01-07|Venda|OnlinePay|CREDITO|Magia Fashion|EcoMart|Interior de São Paulo|Brasília|809,87|795,34|1,79
13431|12|26649|2022-05-10|Venda|PagTudo|DEBITO A VISTA|Magia Fashion|EcoMart|Capital|Campinas|337,27|331,71|1,65
43470|6|94200|2022-04-16|Venda|SuperPay|CREDITO|Magia Fashion|EcoMart|Interior de São Paulo|Porto Alegre|2.057,01|2.021,32|1,74
60950|11|37628|2023-11-09|Venda|OnlinePay|DEBITO PARCELADO|DigiNation|UrbanBlend|Interior de São Paulo|Brasília|868,88|859,73|1,05
90339|6|87301|2023-03-14|Venda|CartaoMais|PIX|Vintage Charm|InovaStore|Capital|Fortaleza|974,64|964,65|1,02
64325|10|15069|2023-07-09|Venda|PagTudo|DEBITO A VISTA|Magia Fashion|EcoMart|Serra Gaúcha|São Paulo|1.328,47|1.308,44|1,51
83899|12|78897|2022-05-22|Venda|CartaoMais|DEBITO A VISTA|Golden Harvest|UrbanBlend|Serra Gaúcha|Belo Horizonte|1.000,08|978,03|2,21
35691|12|49767|2023-08-06|Venda|CartaoMais|CREDITO|TechHub|UrbanBlend|Interior de São Paulo|São Paulo|868,68|859,75|1,03
42507|11|60397|2022-02-22|Venda|PagTudo|PIX|Magia Fashion|EcoMart|Litoral Norte|Brasília|1.945,90|1.912,97|1,69
80037|2|38135|2022-10-04|Venda|PagTudo|DEBITO PARCELADO|Vintage Charm|UrbanBlend|Serra Gaúcha|São Paulo|1.501,05|1.485,19|1,06
41190|9|57189|2023-12-27|Venda|OnlinePay|CREDITO|Vintage Charm|EcoMart|Interior de São Paulo|Salvador|2.150,75|2.111,47|1,83
34155|12|35630|2022-11-20|Venda|PixPay|CREDITO|Magia Fashion|EcoMart|Interior de São Paulo|Curitiba|556,17|543,49|2,28
85445|6|51882|2023-08-30|Venda|PagTudo|CREDITO|Cosmo Trends|EcoMart|Capital|Salvador|1.943,88|1.889,48|2,80
42148|9|27529|2023-02-12|Venda|CartaoMais|DEBITO A VISTA|Pet Paradise|EcoMart|Capital|Curitiba|2.083,86|2.030,83|2,54
35496|5|21894|2023-10-09|Venda|SuperPay|DEBITO A VISTA|Magia Fashion|InovaStore|Interior de São Paulo|Fortaleza|2.138,85|2.111,01|1,30
14431|8|94136|2023-09-24|Venda|SuperPay|CREDITO|Golden Harvest|EcoMart|Capital|Porto Alegre|1.554,57|1.508,61|2,96
57599|1|74906|2023-04-12|Venda|PixPay|DEBITO A VISTA|DigiNation|PrimeZone|Interior de São Paulo|Porto Alegre|827,47|817,53|1,20
85035|12|74526|2022-12-31|Venda|SuperPay|DEBITO A VISTA|DigiNation|EcoMart|Interior de São Paulo|Rio de Janeiro|1.337,16|1.302,09|2,62
98529|7|34146|2022-11-30|Venda|PixPay|CREDITO|Sportify|PrimeZone|Litoral Norte|Brasília|1.390,14|1.369,56|1,48
92564|2|89459|2022-03-20|Venda|PagTudo|DEBITO A VISTA|Green Valley|EcoMart|Capital|Fortaleza|833,73|818,61|1,81
76910|1|69988|2022-02-01|Venda|SuperPay|DEBITO PARCELADO|Green Valley|InovaStore|Serra Gaúcha|São Paulo|1.797,53|1.769,73|1,55
40338|9|18014|2023-07-04|Venda|PixPay|DEBITO A VISTA|Cosmo Trends|InovaStore|Serra Gaúcha|São Paulo|1.634,36|1.598,84|2,17
52964|10|88905|2023-02-04|Venda|OnlinePay|DEBITO A VISTA|Golden Harvest|PrimeZone|Litoral Norte|Curitiba|304,27|295,86|2,77
96188|8|36029|2023-07-01|Venda|CartaoMais|DEBITO A VISTA|Golden Harvest|PrimeZone|Litoral Norte|Porto Alegre|1.452,16|1.408,83|2,98
24727|1|15150|2023-05-31|Venda|PagTudo|DEBITO PARCELADO|Magia Fashion|UrbanBlend|Serra Gaúcha|Salvador|254,72|247,39|2,88
94058|7|97810|2024-01-01|Venda|PixPay|PIX|Vintage Charm|PrimeZone|Serra Gaúcha|Fortaleza|907,79|894,91|1,42
62183|11|64877|2024-01-02|Venda|SuperPay|PIX|Pet Paradise|EcoMart|Serra Gaúcha|Porto Alegre|955,70|929,07|2,79
13450|4|76445|2022-05-14|Venda|OnlinePay|DEBITO PARCELADO|Golden Harvest|PrimeZone|Litoral Norte|Recife|800,56|784,70|1,98
72771|1|72616|2022-10-29|Venda|PixPay|DEBITO A VISTA|Vintage Charm|PrimeZone|Capital|Salvador|1.611,51|1.591,06|1,27
66895|4|16702|2022-02-27|Venda|SuperPay|DEBITO A VISTA|Gourmet Haven|InovaStore|Capital|Recife|1.959,27|1.904,20|2,81
25307|10|68555|2022-04-28|Venda|CartaoMais|PIX|DigiNation|PrimeZone|Litoral Norte|Brasília|1.664,99|1.640,20|1,49
97994|2|86222|2023-04-10|Venda|CartaoMais|DEBITO PARCELADO|Pet Paradise|PrimeZone|Serra Gaúcha|Fortaleza|1.869,65|1.837,33|1,73
25756|6|13996|2022-04-21|Venda|PagTudo|DEBITO PARCELADO|Magia Fashion|InovaStore|Litoral Norte|Fortaleza|1.957,02|1.908,42|2,48
20245|11|77888|2022-05-31|Venda|PagTudo|PIX|Sportify|EcoMart|Litoral Norte|Salvador|2.000,28|1.948,92|2,57
56037|5|19232|2022-08-11|Venda|OnlinePay|CREDITO|Magia Fashion|EcoMart|Serra Gaúcha|Curitiba|858,53|844,27|1,66
54266|5|33232|2022-08-02|Venda|CartaoMais|PIX|Green Valley|EcoMart|Serra Gaúcha|Fortaleza|1.097,91|1.073,50|2,22
33574|3|37138|2023-08-11|Venda|OnlinePay|CREDITO|Cosmo Trends|EcoMart|Serra Gaúcha|Belo Horizonte|884,99|871,95|1,47
98006|11|84244|2022-01-27|Venda|SuperPay|PIX|Cosmo Trends|EcoMart|Capital|Brasília|1.276,49|1.240,88|2,79
21595|9|59736|2022-05-11|Venda|PixPay|CREDITO|TechHub|PrimeZone|Serra Gaúcha|Belo Horizonte|395,08|388,90|1,56
23909|6|96837|2022-06-18|Venda|OnlinePay|DEBITO A VISTA|Sportify|UrbanBlend|Litoral Norte|Salvador|2.068,38|2.011,70|2,74
72541|11|93259|2023-10-14|Venda|PagTudo|DEBITO PARCELADO|Vintage Charm|PrimeZone|Litoral Norte|Porto Alegre|704,53|695,61|1,27
78725|10|17449|2023-08-04|Venda|PagTudo|PIX|Pet Paradise|InovaStore|Interior de São Paulo|Salvador|1.915,26|1.888,79|1,38
38083|12|70671|2023-01-08|Venda|OnlinePay|DEBITO PARCELADO|Magia Fashion|EcoMart|Serra Gaúcha|Brasília|2.237,59|2.196,03|1,86
79590|1|81771|2022-08-17|Venda|PagTudo|DEBITO A VISTA|DigiNation|PrimeZone|Litoral Norte|Brasília|1.557,23|1.512,88|2,85
46280|12|97092|2022-01-16|Venda|PagTudo|DEBITO PARCELADO|Vintage Charm|InovaStore|Serra Gaúcha|Belo Horizonte|1.567,22|1.537,45|1,90
49065|7|89616|2022-10-09|Venda|SuperPay|DEBITO A VISTA|Gourmet Haven|UrbanBlend|Interior de São Paulo|Rio de Janeiro|1.056,82|1.029,66|2,57
64064|11|60776|2023-09-28|Venda|PixPay|DEBITO A VISTA|Magia Fashion|PrimeZone|Interior de São Paulo|Fortaleza|1.438,03|1.410,30|1,93
18089|6|11516|2023-07-03|Venda|SuperPay|DEBITO A VISTA|TechHub|UrbanBlend|Capital|São Paulo|1.948,69|1.920,79|1,43
72266|12|12668|2022-01-08|Venda|PixPay|CREDITO|TechHub|EcoMart|Litoral Norte|Curitiba|2.288,74|2.234,90|2,35
21891|3|63539|2023-07-10|Venda|CartaoMais|DEBITO A VISTA|Green Valley|InovaStore|Capital|Curitiba|1.145,15|1.111,16|2,97
15370|4|15595|2022-06-04|Venda|PixPay|PIX|Golden Harvest|UrbanBlend|Serra Gaúcha|Rio de Janeiro|1.408,56|1.393,91|1,04
47365|1|29018|2023-10-12|Venda|CartaoMais|CREDITO|Vintage Charm|PrimeZone|Serra Gaúcha|Rio de Janeiro|1.996,45|1.938,55|2,90
57809|2|91973|2023-01-09|Venda|CartaoMais|CREDITO|Sportify|InovaStore|Interior de São Paulo|Salvador|1.292,58|1.277,09|1,20
86736|1|53862|2022-08-24|Venda|SuperPay|DEBITO A VISTA|Sportify|EcoMart|Serra Gaúcha|Salvador|2.193,16|2.168,88|1,11
16559|2|66556|2023-06-11|Venda|SuperPay|PIX|Green Valley|UrbanBlend|Serra Gaúcha|Rio de Janeiro|683,35|676,15|1,05
